日期,标的名称,标的代码,持有份额,持仓成本,现价,市值,盈亏,收益率,现价查询链接,抓取状态,抓取备注
2026-07-02,药明康德,603259,600.0,58886.0,121.3,72780.0,13894.0,0.2359,https://gu.qq.com/sh603259/gp,ok,121.3 (tencent-api:sh603259)
2026-07-02,恒生科技ETF大成,159740,88000.0,54463.0,0.556,48928.0,-5535.0,-0.1016,https://gu.qq.com/sz159740,ok,0.556 (tencent-api:sz159740)
2026-07-02,汇添富中证主要消费ETF,159928,100000.0,70054.0,0.628,62800.0,-7254.0,-0.1035,https://gu.qq.com/sz159928,ok,0.628 (tencent-api:sz159928)
2026-07-02,黄金ETF,518880,5500.0,50662.0,8.475,46612.5,-4049.5,-0.0799,https://gu.qq.com/sh518880,ok,8.475 (tencent-api:sh518880)
2026-07-02,信澳新能源产业股票,001410,13959.13,45888.0,8.818,123091.60834,77203.60834,1.6824,https://gu.qq.com/jj001410,ok,8.818 (tencent-api:jj001410)
2026-07-02,兴全合宜混合,163417,30676.56,40400.0,2.2455,68884.21548,28484.21548,0.7051,https://gu.qq.com/sz163417,ok,2.2455 (tencent-api:jj163417)
2026-07-02,易方达亚洲精选股票,118001,29124.5,33380.0,1.684,49045.658,15665.658,0.4693,https://gu.qq.com/jj118001,ok,1.684 (tencent-api:jj118001)
2026-07-02,工银前沿医疗股票,001717,20298.5,61634.0,3.384,68690.124,7056.124,0.1145,https://gu.qq.com/jj001717,ok,3.384 (tencent-api:jj001717)
2026-07-02,易方达蓝筹精选混合,005827,29782.0,54385.0,1.4895,44360.289,-10024.711,-0.1843,https://gu.qq.com/jj005827,ok,1.4895 (tencent-api:jj005827)
2026-07-02,cash_total,CASH,1,21.0,1,21.0,0,0,,ok,cash_accounts=2
2026-07-02,__TOTAL__,,,450000.0,,585213.39482,135213.39482,0.3005,,summary,holdings_encoding=utf-8-sig; cash_encoding=utf-8-sig; cashflows_encoding=utf-8-sig; cash_total=21.0; cost_total=450000.0; daily_net_flow=0.0; cashflow_count=4; success=9; error=0
