日期,标的名称,标的代码,持有份额,持仓成本,现价,市值,盈亏,收益率,现价查询链接,抓取状态,抓取备注
2026-05-19,药明康德,603259,400.0,40730.0,101.79,40716.0,-14.0,-0.0003,https://gu.qq.com/sh603259/gp,ok,101.79 (tencent-api:sh603259)
2026-05-19,恒生科技ETF大成,159740,62200.0,40265.0,0.612,38066.4,-2198.6,-0.0546,https://gu.qq.com/sz159740,ok,0.612 (tencent-api:sz159740)
2026-05-19,港股通信息技术ETF华宝,159131,47600.0,40008.0,0.934,44458.4,4450.4,0.1112,https://gu.qq.com/sz159131,ok,0.934 (tencent-api:sz159131)
2026-05-19,A500ETF易方达,159361,10000.0,12060.0,1.321,13210.0,1150.0,0.0954,https://gu.qq.com/sz159361,ok,1.321 (tencent-api:sz159361)
2026-05-19,汇添富中证主要消费ETF,159928,53000.0,39173.0,0.7,37100.0,-2073.0,-0.0529,https://gu.qq.com/sz159928,ok,0.7 (tencent-api:sz159928)
2026-05-19,黄金ETF,518880,2000.0,19455.0,9.515,19030.0,-425.0,-0.0218,https://gu.qq.com/sh518880,ok,9.515 (tencent-api:sh518880)
2026-05-19,信澳新能源产业股票,001410,13959.13,45888.0,7.145,99737.98385,53849.98385,1.1735,https://gu.qq.com/jj001410,ok,7.145 (tencent-api:jj001410)
2026-05-19,兴全合宜混合,163417,30676.56,40400.0,2.2212,68138.775072,27738.775072,0.6866,https://gu.qq.com/sz163417,ok,2.2212 (tencent-api:jj163417)
2026-05-19,易方达亚洲精选股票,118001,29124.5,33380.0,1.684,49045.658,15665.658,0.4693,https://gu.qq.com/jj118001,ok,1.684 (tencent-api:jj118001)
2026-05-19,工银前沿医疗股票,001717,20298.5,61634.0,2.901,58885.9485,-2748.0515,-0.0446,https://gu.qq.com/jj001717,ok,2.901 (tencent-api:jj001717)
2026-05-19,易方达蓝筹精选混合,005827,29782.0,54385.0,1.6507,49161.1474,-5223.8526,-0.0961,https://gu.qq.com/jj005827,ok,1.6507 (tencent-api:jj005827)
2026-05-19,cash_total,CASH,1,20781.0,1,20781.0,0,0,,ok,cash_accounts=2
2026-05-19,__TOTAL__,,,440000.0,,538331.312822,98331.312822,0.2235,,summary,holdings_encoding=utf-8-sig; cash_encoding=utf-8-sig; cashflows_encoding=utf-8-sig; cash_total=20781.0; cost_total=440000.0; daily_net_flow=0.0; cashflow_count=3; success=11; error=0
