日期,标的名称,标的代码,持有份额,持仓成本,现价,市值,盈亏,收益率,现价查询链接,抓取状态,抓取备注
2026-05-15,药明康德,603259,400.0,40730.0,103.13,41252.0,522.0,0.0128,https://gu.qq.com/sh603259/gp,ok,103.13 (tencent-api:sh603259)
2026-05-15,恒生科技ETF大成,159740,62200.0,40265.0,0.621,38626.2,-1638.8,-0.0407,https://gu.qq.com/sz159740,ok,0.621 (tencent-api:sz159740)
2026-05-15,港股通信息技术ETF华宝,159131,47600.0,40008.0,0.937,44601.2,4593.2,0.1148,https://gu.qq.com/sz159131,ok,0.937 (tencent-api:sz159131)
2026-05-15,A500ETF易方达,159361,10000.0,12060.0,1.321,13210.0,1150.0,0.0954,https://gu.qq.com/sz159361,ok,1.321 (tencent-api:sz159361)
2026-05-15,汇添富中证主要消费ETF,159928,53000.0,39173.0,0.708,37524.0,-1649.0,-0.0421,https://gu.qq.com/sz159928,ok,0.708 (tencent-api:sz159928)
2026-05-15,黄金ETF,518880,1000.0,10005.0,9.554,9554.0,-451.0,-0.0451,https://gu.qq.com/sh518880,ok,9.554 (tencent-api:sh518880)
2026-05-15,信澳新能源产业股票,001410,13959.13,45888.0,6.967,97253.25871,51365.25871,1.1194,https://gu.qq.com/jj001410,ok,6.967 (tencent-api:jj001410)
2026-05-15,兴全合宜混合,163417,30676.56,40400.0,2.2451,68871.944856,28471.944856,0.7048,https://gu.qq.com/sz163417,ok,2.2451 (tencent-api:jj163417)
2026-05-15,易方达亚洲精选股票,118001,29124.5,33380.0,1.75,50967.875,17587.875,0.5269,https://gu.qq.com/jj118001,ok,1.75 (tencent-api:jj118001)
2026-05-15,工银前沿医疗股票,001717,20298.5,61634.0,2.938,59636.993,-1997.007,-0.0324,https://gu.qq.com/jj001717,ok,2.938 (tencent-api:jj001717)
2026-05-15,易方达蓝筹精选混合,005827,29782.0,54385.0,1.6588,49402.3816,-4982.6184,-0.0916,https://gu.qq.com/jj005827,ok,1.6588 (tencent-api:jj005827)
2026-05-15,cash_total,CASH,1,30231.0,1,30231.0,0,0,,ok,cash_accounts=2
2026-05-15,__TOTAL__,,,440000.0,,541130.853166,101130.853166,0.2298,,summary,holdings_encoding=utf-8-sig; cash_encoding=utf-8-sig; cashflows_encoding=utf-8-sig; cash_total=30231.0; cost_total=440000.0; daily_net_flow=10000.0; cashflow_count=3; success=11; error=0
