日期,标的名称,标的代码,持有份额,持仓成本,现价,市值,盈亏,收益率,现价查询链接,抓取状态,抓取备注
2026-05-22,药明康德,603259,400.0,40730.0,103.98,41592.0,862.0,0.0212,https://gu.qq.com/sh603259/gp,ok,103.98 (tencent-api:sh603259)
2026-05-22,恒生科技ETF大成,159740,62200.0,40265.0,0.612,38066.4,-2198.6,-0.0546,https://gu.qq.com/sz159740,ok,0.612 (tencent-api:sz159740)
2026-05-22,港股通信息技术ETF华宝,159131,47600.0,40008.0,1.006,47885.6,7877.6,0.1969,https://gu.qq.com/sz159131,ok,1.006 (tencent-api:sz159131)
2026-05-22,A500ETF易方达,159361,10000.0,12060.0,1.32,13200.0,1140.0,0.0945,https://gu.qq.com/sz159361,ok,1.32 (tencent-api:sz159361)
2026-05-22,汇添富中证主要消费ETF,159928,68000.0,49408.0,0.682,46376.0,-3032.0,-0.0614,https://gu.qq.com/sz159928,ok,0.682 (tencent-api:sz159928)
2026-05-22,黄金ETF,518880,2000.0,19455.0,9.461,18922.0,-533.0,-0.0274,https://gu.qq.com/sh518880,ok,9.461 (tencent-api:sh518880)
2026-05-22,信澳新能源产业股票,001410,13959.13,45888.0,7.267,101440.99771,55552.99771,1.2106,https://gu.qq.com/jj001410,ok,7.267 (tencent-api:jj001410)
2026-05-22,兴全合宜混合,163417,30676.56,40400.0,2.2147,67939.377432,27539.377432,0.6817,https://gu.qq.com/sz163417,ok,2.2147 (tencent-api:jj163417)
2026-05-22,易方达亚洲精选股票,118001,29124.5,33380.0,1.693,49307.7785,15927.7785,0.4772,https://gu.qq.com/jj118001,ok,1.693 (tencent-api:jj118001)
2026-05-22,工银前沿医疗股票,001717,20298.5,61634.0,2.913,59129.5305,-2504.4695,-0.0406,https://gu.qq.com/jj001717,ok,2.913 (tencent-api:jj001717)
2026-05-22,易方达蓝筹精选混合,005827,29782.0,54385.0,1.6184,48199.1888,-6185.8112,-0.1137,https://gu.qq.com/jj005827,ok,1.6184 (tencent-api:jj005827)
2026-05-22,cash_total,CASH,1,10545.0,1,10545.0,0,0,,ok,cash_accounts=2
2026-05-22,__TOTAL__,,,440000.0,,542603.872942,102603.872942,0.2332,,summary,holdings_encoding=utf-8-sig; cash_encoding=utf-8-sig; cashflows_encoding=utf-8-sig; cash_total=10545.0; cost_total=440000.0; daily_net_flow=0.0; cashflow_count=3; success=11; error=0
