日期,标的名称,标的代码,持有份额,持仓成本,现价,市值,盈亏,收益率,现价查询链接,抓取状态,抓取备注
2026-06-23,药明康德,603259,600.0,58886.0,106.31,63786.0,4900.0,0.0832,https://gu.qq.com/sh603259/gp,ok,106.31 (tencent-api:sh603259)
2026-06-23,恒生科技ETF大成,159740,62200.0,40265.0,0.551,34272.2,-5992.8,-0.1488,https://gu.qq.com/sz159740,ok,0.551 (tencent-api:sz159740)
2026-06-23,A500ETF易方达,159361,10000.0,12060.0,1.34,13400.0,1340.0,0.1111,https://gu.qq.com/sz159361,ok,1.34 (tencent-api:sz159361)
2026-06-23,汇添富中证主要消费ETF,159928,100000.0,70054.0,0.617,61700.0,-8354.0,-0.1193,https://gu.qq.com/sz159928,ok,0.617 (tencent-api:sz159928)
2026-06-23,黄金ETF,518880,5500.0,50662.0,8.537,46953.5,-3708.5,-0.0732,https://gu.qq.com/sh518880,ok,8.537 (tencent-api:sh518880)
2026-06-23,信澳新能源产业股票,001410,13959.13,45888.0,8.433,117717.34329,71829.34329,1.5653,https://gu.qq.com/jj001410,ok,8.433 (tencent-api:jj001410)
2026-06-23,兴全合宜混合,163417,30676.56,40400.0,2.2041,67614.205896,27214.205896,0.6736,https://gu.qq.com/sz163417,ok,2.2041 (tencent-api:jj163417)
2026-06-23,易方达亚洲精选股票,118001,29124.5,33380.0,1.766,51433.867,18053.867,0.5409,https://gu.qq.com/jj118001,ok,1.766 (tencent-api:jj118001)
2026-06-23,工银前沿医疗股票,001717,20298.5,61634.0,2.833,57505.6505,-4128.3495,-0.067,https://gu.qq.com/jj001717,ok,2.833 (tencent-api:jj001717)
2026-06-23,易方达蓝筹精选混合,005827,29782.0,54385.0,1.5006,44690.8692,-9694.1308,-0.1783,https://gu.qq.com/jj005827,ok,1.5006 (tencent-api:jj005827)
2026-06-23,cash_total,CASH,1,627.0,1,627.0,0,0,,ok,cash_accounts=2
2026-06-23,__TOTAL__,,,450000.0,,559700.635886,109700.635886,0.2438,,summary,holdings_encoding=utf-8-sig; cash_encoding=utf-8-sig; cashflows_encoding=utf-8-sig; cash_total=627.0; cost_total=450000.0; daily_net_flow=0.0; cashflow_count=4; success=10; error=0
