日期,标的名称,标的代码,持有份额,持仓成本,现价,市值,盈亏,收益率,现价查询链接,产品类型编码,产品类型,大类资产编码,大类资产,行业编码,行业,抓取状态,抓取备注
2026-04-20,药明康德,603259,300.0,29972.0,99.76,29928.0,-44.0,-0.0015,https://gu.qq.com/sh603259/gp,1,股票,1,A股,2,医药,ok,99.76 (tencent-api:sh603259)
2026-04-20,恒生科技ETF大成,159740,62200.0,40265.0,0.64,39808.0,-457.0,-0.0113,https://gu.qq.com/sz159740,2,场内ETF,2,港股,3,科技,ok,0.64 (tencent-api:sz159740)
2026-04-20,港股通信息技术ETF华宝,159131,47600.0,40008.0,0.877,41745.2,1737.2,0.0434,https://gu.qq.com/sz159131,2,场内ETF,2,港股,3,科技,ok,0.877 (tencent-api:sz159131)
2026-04-20,A500ETF易方达,159361,10000.0,12060.0,1.283,12830.0,770.0,0.0638,https://gu.qq.com/sz159361,2,场内ETF,1,A股,1,宽基指数,ok,1.283 (tencent-api:sz159361)
2026-04-20,汇添富中证主要消费ETF,159928,40000.0,29880.0,0.742,29680.0,-200.0,-0.0067,https://gu.qq.com/sz159928,2,场内ETF,1,A股,4,消费,ok,0.742 (tencent-api:sz159928)
2026-04-20,信澳新能源产业股票,001410,13959.13,45888.0,5.89,82219.2757,36331.2757,0.7917,https://gu.qq.com/jj001410,3,主动基金,1,A股,3,科技,ok,5.89 (tencent-api:jj001410)
2026-04-20,兴全合宜混合,163417,30676.56,40400.0,2.1164,64923.871584,24523.871584,0.607,https://gu.qq.com/jj163417,3,主动基金,2,港股,3,科技,ok,2.1164 (tencent-api:jj163417)
2026-04-20,易方达亚洲精选股票,118001,21947.58,21000.0,1.593,34962.49494,13962.49494,0.6649,https://gu.qq.com/jj118001,3,主动基金,2,港股,3,科技,ok,1.593 (tencent-api:jj118001)
2026-04-20,工银前沿医疗股票,001717,17089.31,51634.0,3.168,54138.93408,2504.93408,0.0485,https://gu.qq.com/jj001717,3,主动基金,1,A股,2,医药,ok,3.168 (tencent-api:jj001717)
2026-04-20,易方达蓝筹精选混合,005827,23991.59,44400.0,1.767,42393.13953,-2006.86047,-0.0452,https://gu.qq.com/jj005827,3,主动基金,2,港股,4,消费,ok,1.767 (tencent-api:jj005827)
2026-04-20,东方财富,300059,1000.0,20010.0,20.15,20150.0,140.0,0.007,https://gu.qq.com/sz300059/gp,1,股票,1,A股,,,ok,20.15 (tencent-api:sz300059)
2026-04-20,黄金ETF,518880,1000.0,10005.0,10.036,10036.0,31.0,0.0031,https://gu.qq.com/sh518880,2,场内ETF,6,黄金,,,ok,10.036 (tencent-api:sh518880)
2026-04-20,cash_total,CASH,1,52086.27,1,52086.27,0,0,,,现金,9,现金,,,ok,cash_accounts=2
2026-04-20,__TOTAL__,,,430000.0,,514901.185834,84901.185834,0.1974,,,,,,,,summary,holdings_encoding=utf-8-sig; cash_encoding=utf-8-sig; cashflows_encoding=utf-8-sig; cash_total=52086.27; cost_total=430000.0; daily_net_flow=0.0; cashflow_count=2; success=12; error=0
