日期,标的名称,标的代码,持有份额,持仓成本,现价,市值,盈亏,收益率,现价查询链接,抓取状态,抓取备注
2026-04-29,药明康德,603259,300.0,29972.0,111.18,33354.0,3382.0,0.1128,https://gu.qq.com/sh603259/gp,ok,111.18 (tencent-api:sh603259)
2026-04-29,恒生科技ETF大成,159740,62200.0,40265.0,0.619,38501.8,-1763.2,-0.0438,https://gu.qq.com/sz159740,ok,0.619 (tencent-api:sz159740)
2026-04-29,港股通信息技术ETF华宝,159131,47600.0,40008.0,0.898,42744.8,2736.8,0.0684,https://gu.qq.com/sz159131,ok,0.898 (tencent-api:sz159131)
2026-04-29,A500ETF易方达,159361,10000.0,12060.0,1.298,12980.0,920.0,0.0763,https://gu.qq.com/sz159361,ok,1.298 (tencent-api:sz159361)
2026-04-29,汇添富中证主要消费ETF,159928,40000.0,29880.0,0.745,29800.0,-80.0,-0.0027,https://gu.qq.com/sz159928,ok,0.745 (tencent-api:sz159928)
2026-04-29,东方财富,300059,1000.0,20010.0,20.26,20260.0,250.0,0.0125,https://gu.qq.com/sz300059/gp,ok,20.26 (tencent-api:sz300059)
2026-04-29,黄金ETF,518880,1000.0,10005.0,9.637,9637.0,-368.0,-0.0368,https://gu.qq.com/sh518880,ok,9.637 (tencent-api:sh518880)
2026-04-29,信澳新能源产业股票,001410,13959.13,45888.0,6.214,86742.03382,40854.03382,0.8903,https://gu.qq.com/jj001410,ok,6.214 (tencent-api:jj001410)
2026-04-29,兴全合宜混合,163417,30676.56,40400.0,2.1417,65699.988552,25299.988552,0.6262,https://gu.qq.com/sz163417,ok,2.1417 (tencent-api:jj163417)
2026-04-29,易方达亚洲精选股票,118001,21947.58,21000.0,1.597,35050.28526,14050.28526,0.6691,https://gu.qq.com/jj118001,ok,1.597 (tencent-api:jj118001)
2026-04-29,工银前沿医疗股票,001717,17089.31,51634.0,3.076,52566.71756,932.71756,0.0181,https://gu.qq.com/jj001717,ok,3.076 (tencent-api:jj001717)
2026-04-29,易方达蓝筹精选混合,005827,23991.59,44400.0,1.7603,42232.395877,-2167.604123,-0.0488,https://gu.qq.com/jj005827,ok,1.7603 (tencent-api:jj005827)
2026-04-29,cash_total,CASH,1,52198.0,1,52198.0,0,0,,ok,cash_accounts=2
2026-04-29,__TOTAL__,,,430000.0,,521767.021069,91767.021069,0.2134,,summary,holdings_encoding=utf-8-sig; cash_encoding=utf-8-sig; cashflows_encoding=utf-8-sig; cash_total=52198.0; cost_total=430000.0; daily_net_flow=0.0; cashflow_count=2; success=12; error=0
