日期,标的名称,标的代码,持有份额,持仓成本,现价,市值,盈亏,收益率,现价查询链接,抓取状态,抓取备注
2026-06-05,药明康德,603259,400.0,40096.0,96.56,38624.0,-1472.0,-0.0367,https://gu.qq.com/sh603259/gp,ok,96.56 (tencent-api:sh603259)
2026-06-05,恒生科技ETF大成,159740,62200.0,40265.0,0.613,38128.6,-2136.4,-0.0531,https://gu.qq.com/sz159740,ok,0.613 (tencent-api:sz159740)
2026-06-05,港股通信息技术ETF华宝,159131,27600.0,18272.0,1.055,29118.0,10846.0,0.5936,https://gu.qq.com/sz159131,ok,1.055 (tencent-api:sz159131)
2026-06-05,A500ETF易方达,159361,10000.0,12060.0,1.3,13000.0,940.0,0.0779,https://gu.qq.com/sz159361,ok,1.3 (tencent-api:sz159361)
2026-06-05,汇添富中证主要消费ETF,159928,83000.0,59405.0,0.658,54614.0,-4791.0,-0.0806,https://gu.qq.com/sz159928,ok,0.658 (tencent-api:sz159928)
2026-06-05,黄金ETF,518880,3100.0,29504.0,9.252,28681.2,-822.8,-0.0279,https://gu.qq.com/sh518880,ok,9.252 (tencent-api:sh518880)
2026-06-05,信澳新能源产业股票,001410,13959.13,45888.0,7.179,100212.59427,54324.59427,1.1839,https://gu.qq.com/jj001410,ok,7.179 (tencent-api:jj001410)
2026-06-05,兴全合宜混合,163417,30676.56,40400.0,2.1322,65408.561232,25008.561232,0.619,https://gu.qq.com/sz163417,ok,2.1322 (tencent-api:jj163417)
2026-06-05,易方达亚洲精选股票,118001,29124.5,33380.0,1.745,50822.2525,17442.2525,0.5225,https://gu.qq.com/jj118001,ok,1.745 (tencent-api:jj118001)
2026-06-05,工银前沿医疗股票,001717,20298.5,61634.0,2.708,54968.338,-6665.662,-0.1081,https://gu.qq.com/jj001717,ok,2.708 (tencent-api:jj001717)
2026-06-05,易方达蓝筹精选混合,005827,29782.0,54385.0,1.5738,46870.9116,-7514.0884,-0.1382,https://gu.qq.com/jj005827,ok,1.5738 (tencent-api:jj005827)
2026-06-05,cash_total,CASH,1,12870.0,1,12870.0,0,0,,ok,cash_accounts=2
2026-06-05,__TOTAL__,,,440000.0,,533318.457602,93318.457602,0.2121,,summary,holdings_encoding=utf-8-sig; cash_encoding=utf-8-sig; cashflows_encoding=utf-8-sig; cash_total=12870.0; cost_total=440000.0; daily_net_flow=0.0; cashflow_count=3; success=11; error=0
