日期,标的名称,标的代码,持有份额,持仓成本,现价,市值,盈亏,收益率,现价查询链接,抓取状态,抓取备注
2026-04-28,药明康德,603259,300.0,29972.0,110.57,33171.0,3199.0,0.1067,https://gu.qq.com/sh603259/gp,ok,110.57 (tencent-api:sh603259)
2026-04-28,恒生科技ETF大成,159740,62200.0,40265.0,0.611,38004.2,-2260.8,-0.0561,https://gu.qq.com/sz159740,ok,0.611 (tencent-api:sz159740)
2026-04-28,港股通信息技术ETF华宝,159131,47600.0,40008.0,0.893,42506.8,2498.8,0.0625,https://gu.qq.com/sz159131,ok,0.893 (tencent-api:sz159131)
2026-04-28,A500ETF易方达,159361,10000.0,12060.0,1.278,12780.0,720.0,0.0597,https://gu.qq.com/sz159361,ok,1.278 (tencent-api:sz159361)
2026-04-28,汇添富中证主要消费ETF,159928,40000.0,29880.0,0.732,29280.0,-600.0,-0.0201,https://gu.qq.com/sz159928,ok,0.732 (tencent-api:sz159928)
2026-04-28,东方财富,300059,1000.0,20010.0,20.16,20160.0,150.0,0.0075,https://gu.qq.com/sz300059/gp,ok,20.16 (tencent-api:sz300059)
2026-04-28,黄金ETF,518880,1000.0,10005.0,9.732,9732.0,-273.0,-0.0273,https://gu.qq.com/sh518880,ok,9.732 (tencent-api:sh518880)
2026-04-28,信澳新能源产业股票,001410,13959.13,45888.0,6.102,85178.61126,39290.61126,0.8562,https://gu.qq.com/jj001410,ok,6.102 (tencent-api:jj001410)
2026-04-28,兴全合宜混合,163417,30676.56,40400.0,2.1057,64595.632392,24195.632392,0.5989,https://gu.qq.com/sz163417,ok,2.1057 (tencent-api:jj163417)
2026-04-28,易方达亚洲精选股票,118001,21947.58,21000.0,1.621,35577.02718,14577.02718,0.6941,https://gu.qq.com/jj118001,ok,1.621 (tencent-api:jj118001)
2026-04-28,工银前沿医疗股票,001717,17089.31,51634.0,3.078,52600.89618,966.89618,0.0187,https://gu.qq.com/jj001717,ok,3.078 (tencent-api:jj001717)
2026-04-28,易方达蓝筹精选混合,005827,23991.59,44400.0,1.7355,41637.404445,-2762.595555,-0.0622,https://gu.qq.com/jj005827,ok,1.7355 (tencent-api:jj005827)
2026-04-28,cash_total,CASH,1,52198.0,1,52198.0,0,0,,ok,cash_accounts=2
2026-04-28,__TOTAL__,,,430000.0,,517421.571457,87421.571457,0.2033,,summary,holdings_encoding=utf-8-sig; cash_encoding=utf-8-sig; cashflows_encoding=utf-8-sig; cash_total=52198.0; cost_total=430000.0; daily_net_flow=0.0; cashflow_count=2; success=12; error=0
