日期,标的名称,标的代码,持有份额,持仓成本,现价,市值,盈亏,收益率,现价查询链接,抓取状态,抓取备注
2026/4/24,药明康德,603259,300,29972,100.08,30024,52,0.0017,https://gu.qq.com/sh603259/gp,ok,100.08 (tencent-api:sh603259)
2026/4/24,恒生科技ETF大成,159740,62200,40265,0.619,38501.8,-1763.2,-0.0438,https://gu.qq.com/sz159740,ok,0.619 (tencent-api:sz159740)
2026/4/24,港股通信息技术ETF华宝,159131,47600,40008,0.903,42982.8,2974.8,0.0744,https://gu.qq.com/sz159131,ok,0.903 (tencent-api:sz159131)
2026/4/24,A500ETF易方达,159361,10000,12060,1.284,12840,780,0.0647,https://gu.qq.com/sz159361,ok,1.284 (tencent-api:sz159361)
2026/4/24,汇添富中证主要消费ETF,159928,40000,29880,0.737,29480,-400,-0.0134,https://gu.qq.com/sz159928,ok,0.737 (tencent-api:sz159928)
2026/4/24,东方财富,300059,1000,20010,19.7,19700,-310,-0.0155,https://gu.qq.com/sz300059/gp,ok,19.7 (tencent-api:sz300059)
2026/4/24,黄金ETF,518880,1000,10005,9.826,9826,-179,-0.0179,https://gu.qq.com/sh518880,ok,9.826 (tencent-api:sh518880)
2026/4/24,信澳新能源产业股票,1410,13959.13,45888,6.018,84006.04434,38118.04434,0.8307,https://gu.qq.com/jj001410,ok,6.018 (tencent-api:jj001410)
2026/4/24,兴全合宜混合,163417,30676.56,40400,2.113,64819.57128,24419.57128,0.6044,https://gu.qq.com/sz163417,ok,2.113 (tencent-api:jj163417)
2026/4/24,易方达亚洲精选股票,118001,21947.58,21000,1.592,34940.54736,13940.54736,0.6638,https://gu.qq.com/jj118001,ok,1.592 (tencent-api:jj118001)
2026/4/24,工银前沿医疗股票,1717,17089.31,51634,3.101,52993.95031,1359.95031,0.0263,https://gu.qq.com/jj001717,ok,3.101 (tencent-api:jj001717)
2026/4/24,易方达蓝筹精选混合,5827,23991.59,44400,1.7678,42412.3328,-1987.667198,-0.0448,https://gu.qq.com/jj005827,ok,1.7678 (tencent-api:jj005827)
2026/4/24,cash_total,CASH,1,52198,1,52198,0,0,,ok,cash_accounts=2
2026/4/24,__TOTAL__,,,430000,,514725.0461,84725.04609,0.197,,summary,holdings_encoding=utf-8-sig; cash_encoding=utf-8-sig; cashflows_encoding=utf-8-sig; cash_total=52198.0; cost_total=430000.0; daily_net_flow=0.0; cashflow_count=2; success=12; error=0
