日期,标的名称,标的代码,持有份额,持仓成本,现价,市值,盈亏,收益率,现价查询链接,抓取状态,抓取备注
2026-05-11,药明康德,603259,400.0,40730.0,108.72,43488.0,2758.0,0.0677,https://gu.qq.com/sh603259/gp,ok,108.72 (tencent-api:sh603259)
2026-05-11,恒生科技ETF大成,159740,62200.0,40265.0,0.643,39994.6,-270.4,-0.0067,https://gu.qq.com/sz159740,ok,0.643 (tencent-api:sz159740)
2026-05-11,港股通信息技术ETF华宝,159131,47600.0,40008.0,0.997,47457.2,7449.2,0.1862,https://gu.qq.com/sz159131,ok,0.997 (tencent-api:sz159131)
2026-05-11,A500ETF易方达,159361,10000.0,12060.0,1.352,13520.0,1460.0,0.1211,https://gu.qq.com/sz159361,ok,1.352 (tencent-api:sz159361)
2026-05-11,汇添富中证主要消费ETF,159928,40000.0,29880.0,0.736,29440.0,-440.0,-0.0147,https://gu.qq.com/sz159928,ok,0.736 (tencent-api:sz159928)
2026-05-11,黄金ETF,518880,1000.0,10005.0,9.774,9774.0,-231.0,-0.0231,https://gu.qq.com/sh518880,ok,9.774 (tencent-api:sh518880)
2026-05-11,信澳新能源产业股票,001410,13959.13,45888.0,6.841,95494.40833,49606.40833,1.081,https://gu.qq.com/jj001410,ok,6.841 (tencent-api:jj001410)
2026-05-11,兴全合宜混合,163417,30676.56,40400.0,2.2578,69261.537168,28861.537168,0.7144,https://gu.qq.com/sz163417,ok,2.2578 (tencent-api:jj163417)
2026-05-11,易方达亚洲精选股票,118001,29124.5,33380.0,1.715,49948.5175,16568.5175,0.4964,https://gu.qq.com/jj118001,ok,1.715 (tencent-api:jj118001)
2026-05-11,工银前沿医疗股票,001717,20298.5,61634.0,3.088,62681.768,1047.768,0.017,https://gu.qq.com/jj001717,ok,3.088 (tencent-api:jj001717)
2026-05-11,易方达蓝筹精选混合,005827,29782.0,54385.0,1.7053,50787.2446,-3597.7554,-0.0662,https://gu.qq.com/jj005827,ok,1.7053 (tencent-api:jj005827)
2026-05-11,cash_total,CASH,1,29505.0,1,29505.0,0,0,,ok,cash_accounts=2
2026-05-11,__TOTAL__,,,430000.0,,541352.275598,111352.275598,0.259,,summary,holdings_encoding=utf-8-sig; cash_encoding=utf-8-sig; cashflows_encoding=utf-8-sig; cash_total=29505.0; cost_total=430000.0; daily_net_flow=0.0; cashflow_count=2; success=11; error=0
