日期,标的名称,标的代码,持有份额,持仓成本,现价,市值,盈亏,收益率,现价查询链接,抓取状态,抓取备注
2026-06-11,药明康德,603259,600.0,58886.0,97.07,58242.0,-644.0,-0.0109,https://gu.qq.com/sh603259/gp,ok,97.07 (tencent-api:sh603259)
2026-06-11,恒生科技ETF大成,159740,62200.0,40265.0,0.582,36200.4,-4064.6,-0.1009,https://gu.qq.com/sz159740,ok,0.582 (tencent-api:sz159740)
2026-06-11,A500ETF易方达,159361,10000.0,12060.0,1.271,12710.0,650.0,0.0539,https://gu.qq.com/sz159361,ok,1.271 (tencent-api:sz159361)
2026-06-11,汇添富中证主要消费ETF,159928,83000.0,59405.0,0.65,53950.0,-5455.0,-0.0918,https://gu.qq.com/sz159928,ok,0.65 (tencent-api:sz159928)
2026-06-11,黄金ETF,518880,4200.0,39327.0,8.506,35725.2,-3601.8,-0.0916,https://gu.qq.com/sh518880,ok,8.506 (tencent-api:sh518880)
2026-06-11,信澳新能源产业股票,001410,13959.13,45888.0,7.427,103674.45851,57786.45851,1.2593,https://gu.qq.com/jj001410,ok,7.427 (tencent-api:jj001410)
2026-06-11,兴全合宜混合,163417,30676.56,40400.0,2.0642,63322.555152,22922.555152,0.5674,https://gu.qq.com/sz163417,ok,2.0642 (tencent-api:jj163417)
2026-06-11,易方达亚洲精选股票,118001,29124.5,33380.0,1.654,48171.923,14791.923,0.4431,https://gu.qq.com/jj118001,ok,1.654 (tencent-api:jj118001)
2026-06-11,工银前沿医疗股票,001717,20298.5,61634.0,2.716,55130.726,-6503.274,-0.1055,https://gu.qq.com/jj001717,ok,2.716 (tencent-api:jj001717)
2026-06-11,易方达蓝筹精选混合,005827,29782.0,54385.0,1.5514,46203.7948,-8181.2052,-0.1504,https://gu.qq.com/jj005827,ok,1.5514 (tencent-api:jj005827)
2026-06-11,cash_total,CASH,1,12607.0,1,12607.0,0,0,,ok,cash_accounts=2
2026-06-11,__TOTAL__,,,440000.0,,525938.057462,85938.057462,0.1953,,summary,holdings_encoding=utf-8-sig; cash_encoding=utf-8-sig; cashflows_encoding=utf-8-sig; cash_total=12607.0; cost_total=440000.0; daily_net_flow=0.0; cashflow_count=3; success=10; error=0
