日期,标的名称,标的代码,持有份额,持仓成本,现价,市值,盈亏,收益率,现价查询链接,抓取状态,抓取备注
2026-06-02,药明康德,603259,400.0,40096.0,99.75,39900.0,-196.0,-0.0049,https://gu.qq.com/sh603259/gp,ok,99.75 (tencent-api:sh603259)
2026-06-02,恒生科技ETF大成,159740,62200.0,40265.0,0.643,39994.6,-270.4,-0.0067,https://gu.qq.com/sz159740,ok,0.643 (tencent-api:sz159740)
2026-06-02,港股通信息技术ETF华宝,159131,27600.0,18272.0,1.112,30691.2,12419.2,0.6797,https://gu.qq.com/sz159131,ok,1.112 (tencent-api:sz159131)
2026-06-02,A500ETF易方达,159361,10000.0,12060.0,1.322,13220.0,1160.0,0.0962,https://gu.qq.com/sz159361,ok,1.322 (tencent-api:sz159361)
2026-06-02,汇添富中证主要消费ETF,159928,68000.0,49408.0,0.68,46240.0,-3168.0,-0.0641,https://gu.qq.com/sz159928,ok,0.68 (tencent-api:sz159928)
2026-06-02,黄金ETF,518880,3100.0,29504.0,9.41,29171.0,-333.0,-0.0113,https://gu.qq.com/sh518880,ok,9.41 (tencent-api:sh518880)
2026-06-02,信澳新能源产业股票,001410,13959.13,45888.0,7.165,100017.16645,54129.16645,1.1796,https://gu.qq.com/jj001410,ok,7.165 (tencent-api:jj001410)
2026-06-02,兴全合宜混合,163417,30676.56,40400.0,2.2064,67684.761984,27284.761984,0.6754,https://gu.qq.com/sz163417,ok,2.2064 (tencent-api:jj163417)
2026-06-02,易方达亚洲精选股票,118001,29124.5,33380.0,1.735,50531.0075,17151.0075,0.5138,https://gu.qq.com/jj118001,ok,1.735 (tencent-api:jj118001)
2026-06-02,工银前沿医疗股票,001717,20298.5,61634.0,2.787,56571.9195,-5062.0805,-0.0821,https://gu.qq.com/jj001717,ok,2.787 (tencent-api:jj001717)
2026-06-02,易方达蓝筹精选混合,005827,29782.0,54385.0,1.6205,48261.731,-6123.269,-0.1126,https://gu.qq.com/jj005827,ok,1.6205 (tencent-api:jj005827)
2026-06-02,cash_total,CASH,1,22865.0,1,22865.0,0,0,,ok,cash_accounts=2
2026-06-02,__TOTAL__,,,440000.0,,545148.386434,105148.386434,0.239,,summary,holdings_encoding=utf-8-sig; cash_encoding=utf-8-sig; cashflows_encoding=utf-8-sig; cash_total=22865.0; cost_total=440000.0; daily_net_flow=0.0; cashflow_count=3; success=11; error=0
